Code,FPL_Name,Web_Name,Understat_ID,Understat_Name,FPL_ID_2024-25,Team_2024-25,FPL_ID_2023-24,Team_2023-24
179018,Miguel Almirón Rejala,Almirón,7420,Miguel Almirón,391,Newcastle,402,Newcastle
215379,Elliot Anderson,Anderson,9154,Elliot Anderson,423,Nott'm Forest,403,Newcastle
441024,Harrison Ashby,Ashby,10061,Harrison Ashby,,,,
220237,Sven Botman,Botman,8635,Sven Botman,393,Newcastle,405,Newcastle
208706,Bruno Guimarães Rodriguez Moura,Bruno G.,8327,Bruno Guimarães,394,Newcastle,406,Newcastle
78916,Dan Burn,Burn,7382,Dan Burn,395,Newcastle,407,Newcastle
59735,Karl Darlow,Darlow,780,Karl Darlow,,,,
67089,Martin Dúbravka,Dúbravka,6532,Martin Dubravka,396,Newcastle,409,Newcastle
90105,Ryan Fraser,Fraser,1683,Ryan Fraser,397,Newcastle,410,Newcastle
81441,Mark Gillespie,Gillespie,,,,,,
232826,Anthony Gordon,Gordon,8150,Anthony Gordon,398,Newcastle,412,Newcastle
83314,Jeff Hendrick,Hendrick,1746,Jeff Hendrick,,,,
219168,Alexander Isak,Isak,5232,Alexander Isak,401,Newcastle,415,Newcastle
180974,Joelinton Cássio Apolinário de Lira,Joelinton,87,Joelinton,403,Newcastle,416,Newcastle
111773,Emil Krafth,Krafth,1545,Emil Krafth,405,Newcastle,417,Newcastle
564510,Garang Kuol,Kuol,,,406,Newcastle,418,Newcastle
101148,Jamaal Lascelles,Lascelles,766,Jamaal Lascelles,407,Newcastle,419,Newcastle
194799,Jamal Lewis,Lewis,7691,Jamal Lewis,408,Newcastle,420,Newcastle
180135,Sean Longstaff,Longstaff,7078,Sean Longstaff,410,Newcastle,421,Newcastle
109528,Javier Manquillo Gaitán,Manquillo,1719,Javier Manquillo,,,,
114243,Jacob Murphy,J.Murphy,6063,Jacob Murphy,402,Newcastle,423,Newcastle
98747,Nick Pope,Pope,5552,Nick Pope,413,Newcastle,424,Newcastle
56983,Matt Ritchie,Ritchie,461,Matt Ritchie,,,,
170137,Allan Saint-Maximin,Saint-Maximin,101,Allan Saint-Maximin,,,,
119471,Fabian Schär,Schär,76,Fabian Schär,415,Newcastle,427,Newcastle
169359,Matt Targett,Targett,884,Matt Targett,416,Newcastle,428,Newcastle
77794,Kieran Trippier,Trippier,652,Kieran Trippier,418,Newcastle,430,Newcastle
200089,Joe Willock,Willock,6630,Joe Willock,420,Newcastle,432,Newcastle
75115,Callum Wilson,Wilson,468,Callum Wilson,421,Newcastle,433,Newcastle
48615,Harry Arter,Arter,881,Harry Arter,,,,
80226,Serge Aurier,Aurier,3600,Serge Aurier,,,,
210156,Taiwo Awoniyi,Awoniyi,7814,Taiwo Awoniyi,424,Nott'm Forest,437,Nott'm Forest
437753,Giulian Biancone,Biancone,7282,Giulian Biancone,,,,
90585,Willy Boly,Boly,6850,Willy Boly,425,Nott'm Forest,439,Nott'm Forest
56917,Steve Cook,Cook,458,Steve Cook,,,,
513046,Danilo dos Santos de Oliveira,Danilo,11317,Danilo,429,Nott'm Forest,442,Nott'm Forest
230251,Emmanuel Dennis,Dennis,9301,Emmanuel Dennis,430,Nott'm Forest,443,Nott'm Forest
173399,Mohamed Dräger,Dräger,6476,Mohamed Dräger,,,,
116404,Felipe Augusto de Almeida Monteiro,Felipe,7921,Felipe,,,,
89076,Remo Freuler,Freuler,1488,Remo Freuler,,,,
222531,Morgan Gibbs-White,Gibbs-White,6857,Morgan Gibbs-White,433,Nott'm Forest,447,Nott'm Forest
20066,Wayne Hennessey,Hennessey,509,Wayne Hennessey,,,,
242898,Brennan Johnson,Johnson,10760,Brennan Johnson,491,Spurs,450,Spurs
55037,Cheikhou Kouyaté,Kouyaté,532,Cheikhou Kouyaté,,,,
221403,Richie Laryea,Laryea,,,,,,
179519,Orel Mangala,Mangala,6088,Orel Mangala,,,,
242885,Loïc Mbe Soh,Mbe Soh,7577,Loïc Mbe Soh,,,,
168281,Scott McKenna,McKenna,10757,Scott McKenna,,,,
244930,Alex Mighten,Mighten,10761,Alex Mighten,435,Nott'm Forest,456,Nott'm Forest
199170,Moussa Niakhaté,Niakhaté,5989,Moussa Niakhate,,,,
243345,Lewis O'Brien,O'Brien,10759,Lewis O'Brien,439,Nott'm Forest,458,Nott'm Forest
437476,Braian Ojeda Rodríguez,Ojeda,7022,Daniel Ojeda,,,,
209035,Jonathan Panzo,Panzo,7247,Jonathan Panzo,441,Nott'm Forest,460,Nott'm Forest
204822,Omar Richards,O.Richards,9675,Omar Richards,438,Nott'm Forest,461,Nott'm Forest
185253,Gustavo Henrique Furtado Scarpa,G.Scarpa,11284,Gustavo Scarpa,,,,
50232,Jonjo Shelvey,J.Shelvey,769,Jonjo Shelvey,,,,
217331,Sam Surridge,Surridge,5602,Sam Surridge,,,,
114241,Harry Toffolo,Toffolo,10758,Harry Toffolo,444,Nott'm Forest,465,Nott'm Forest
215136,Neco Williams,N.Williams,8204,Neco Williams,437,Nott'm Forest,467,Nott'm Forest
60689,Chris Wood,Wood,4456,Chris Wood,447,Nott'm Forest,468,Nott'm Forest
208912,Joe Worrall,Worrall,10756,Joe Worrall,448,Nott'm Forest,469,Nott'm Forest
204968,Ryan Yates,Yates,11003,Ryan Yates,449,Nott'm Forest,470,Nott'm Forest
214572,Brandon Austin,Austin,,,479,Spurs,491,Spurs
202993,Rodrigo Bentancur,Bentancur,6108,Rodrigo Bentancur,480,Spurs,492,Spurs
227127,Yves Bissouma,Bissouma,5609,Yves Bissouma,482,Spurs,493,Spurs
436234,Bryan Gil Salvatierra,Bryan,7338,Bryan Gil Salvatierra,483,Spurs,494,Spurs
115556,Ben Davies,Davies,660,Ben Davies,484,Spurs,495,Spurs
93264,Eric Dier,Dier,643,Eric Dier,,,,
241157,Emerson Leite de Souza Junior,E.Royal,7430,Emerson,487,Spurs,497,Spurs
40383,Fraser Forster,Forster,831,Fraser Forster,488,Spurs,498,Spurs
132015,Pierre-Emile Højbjerg,Højbjerg,343,Pierre-Emile Højbjerg,490,Spurs,499,Spurs
78830,Harry Kane,Kane,647,Harry Kane,,,,
445044,Dejan Kulusevski,Kulusevski,6691,Dejan Kulusevski,492,Spurs,501,Spurs
37915,Hugo Lloris,Lloris,637,Hugo Lloris,,,,
172780,James Maddison,Maddison,6818,James Maddison,494,Spurs,504,Spurs
441164,Pedro Porro,Pedro Porro,6912,Pedro Porro,495,Spurs,506,Spurs
45034,Ivan Perišić,Perišić,448,Ivan Perisic,,,,
199249,Sergio Reguilón,Reguilón,7187,Sergio Reguilón,496,Spurs,508,Brentford
212319,Richarlison de Andrade,Richarlison,6026,Richarlison,497,Spurs,509,Spurs
214225,Joe Rodon,Rodon,6377,Joe Rodon,,,,
221632,Cristian Romero,Romero,7218,Cristian Romero,498,Spurs,511,Spurs
173904,Davinson Sánchez,Sánchez,6249,Davinson Sánchez,,,,
482442,Pape Matar Sarr,P.Sarr,9021,Pape Sarr,499,Spurs,513,Spurs
184349,Ryan Sessegnon,Sessegnon,6837,Ryan Sessegnon,579,Fulham,514,Spurs
209042,Oliver Skipp,Skipp,7198,Oliver Skipp,501,Spurs,515,Spurs
85971,Son Heung-min,Son,453,Son Heung-Min,503,Spurs,516,Spurs
232859,Djed Spence,Spence,10764,Djed Spence,504,Spurs,517,Spurs
199584,Japhet Tanganga,Tanganga,8222,Japhet Tanganga,,,,
210494,Nayef Aguerd,N.Aguerd,6935,Naif Aguerd,529,West Ham,522,West Ham
57531,Michail Antonio,Antonio,531,Michail Antonio,512,West Ham,523,West Ham
84182,Alphonse Areola,Areola,2310,Alphonse Areola,513,West Ham,524,West Ham
172841,Saïd Benrahma,Benrahma,3585,Said Benrahma,,,,
178186,Jarrod Bowen,Bowen,1776,Jarrod Bowen,514,West Ham,526,West Ham
149519,Maxwel Cornet,Cornet,3278,Maxwel Cornet,515,West Ham,527,West Ham
164555,Vladimír Coufal,Coufal,8965,Vladimir Coufal,516,West Ham,528,West Ham
222017,Conor Coventry,Coventry,7239,Conor Coventry,,,,
55459,Aaron Cresswell,Cresswell,534,Aaron Cresswell,517,West Ham,530,West Ham
220585,Flynn Downes,Downes,10845,Flynn Downes,518,Southampton,531,West Ham
109533,Emerson Palmieri dos Santos,Emerson,1245,Emerson,520,West Ham,532,West Ham
37096,Łukasz Fabiański,Fabianski,706,Lukasz Fabianski,521,West Ham,533,West Ham
217593,Pablo Fornals Malla,P.Fornals,2335,Pablo Fornals,,,,
84939,Danny Ings,Ings,986,Danny Ings,523,West Ham,535,West Ham
222018,Ben Johnson,Johnson,6424,Ben Johnson,275,Ipswich,536,West Ham
201057,Thilo Kehrer,Kehrer,2674,Thilo Kehrer,,,,
487837,Divin Mubama,Mubama,11242,Divin Mubama,,,,
224024,Lucas Tolentino Coelho de Lima,L.Paquetá,7365,Lucas Paquetá,527,West Ham,539,West Ham
204480,Declan Rice,Rice,5553,Declan Rice,16,Arsenal,540,Arsenal
195899,Gianluca Scamacca,Scamacca,6253,Gianluca Scamacca,,,,
215439,Tomáš Souček,Souček,8288,Tomas Soucek,530,West Ham,542,West Ham
180151,Nikola Vlašić,Vlašić,6276,Nikola Vlasic,,,,
103192,Kurt Zouma,Zouma,935,Kurt Zouma,532,West Ham,544,West Ham
448514,Rayan Aït-Nouri,Aït-Nouri,6674,Rayan Ait Nouri,533,Wolves,545,Wolves
79602,Daniel Bentley,Bentley,11361,Daniel Bentley,536,Wolves,546,Wolves
490721,Hugo Bueno López,H.Bueno,10140,Hugo Bueno,549,Wolves,548,Wolves
510363,Francisco Jorge Tomás Oliveira,Chiquinho,10327,Chiquinho,537,Wolves,549,Wolves
245923,Luke Cundle,Cundle,8179,Luke Cundle,540,Wolves,550,Wolves
60232,Craig Dawson,Dawson,804,Craig Dawson,542,Wolves,551,Wolves
449988,Fábio Silva,Fábio Silva,8778,Fabio Silva,545,Wolves,552,Wolves
181284,Gonçalo Manuel Ganchinho Guedes,Guedes,5682,Gonçalo Guedes,548,Wolves,554,Wolves
240299,Joe Hodge,Hodge,10755,Joseph Hodge,551,Wolves,555,Wolves
184754,Hwang Hee-chan,Hee Chan,8845,Hee-Chan Hwang,550,Wolves,557,Wolves
102057,Raúl Jiménez,Raúl,4105,Raúl Jiménez,252,Fulham,558,Fulham
448089,João Victor Gomes da Silva,J.Gomes,11384,João Gomes,553,Wolves,559,Wolves
114128,Jonathan Castro Otto,J.Otto,2280,Jonny,,,,
429414,Saša Kalajdžić,Kalajdžić,8812,Sasa Kalajdzic,555,Wolves,562,Wolves
214048,Max Kilman,Kilman,7332,Max Kilman,524,West Ham,563,Wolves
151086,Mario Lemina,Mario Jr.,1299,Mario Lemina,557,Wolves,565,Wolves
465351,Matheus Luiz Nunes,Matheus N.,11000,Matheus Nunes,356,Man City,566,Man City
247632,Pedro Lomba Neto,Neto,6382,Pedro Neto,560,Wolves,567,Wolves
200600,Daniel Castelo Podence,Podence,8291,Daniel Podence,562,Wolves,568,Wolves
149065,José Malheiro de Sá,José Sá,9740,José Sá,554,Wolves,569,Wolves
88484,Pablo Sarabia,Sarabia,2199,Pablo Sarabia,565,Wolves,570,Wolves
216208,Matija Šarkić,Šarkić,,,,,,
200402,Nélson Cabral Semedo,N.Semedo,6163,Nélson Semedo,559,Wolves,572,Wolves
510362,Toti António Gomes,Toti,10293,Toti,567,Wolves,573,Wolves
476502,Boubacar Traoré,B.Traore,8119,Boubacar Traore,534,Wolves,574,Wolves
40669,Angelo Ogbonna,Ogbonna,528,Angelo Ogbonna,,,,
200641,Reiss Nelson,Nelson,6492,Reiss Nelson,10,Arsenal,578,Arsenal
11948,Andy Lonergan,Lonergan,,,,,,
104542,Loris Karius,Karius,37,Loris Karius,,,,
106618,Paul Dummett,Dummett,853,Paul Dummett,,,,
235674,Manor Solomon,Solomon,10716,Manor Solomon,502,Spurs,583,Spurs
18892,Ashley Young,Young,631,Ashley Young,238,Everton,588,Everton
430871,Matheus Santos Carneiro Da Cunha,Cunha,7080,Matheus Cunha,541,Wolves,590,Wolves
47431,Willian Borges da Silva,Willian,700,Willian,,,,
87835,Matt Doherty,Doherty,6852,Matt Doherty,543,Wolves,598,Wolves
83283,Nathan Redmond,Redmond,790,Nathan Redmond,,,,
220307,Arnaut Danjuma Groeneveld,Danjuma,8066,Arnaut Danjuma Groeneveld,,,,
201666,Harvey Barnes,Barnes,6681,Harvey Barnes,392,Newcastle,603,Newcastle
232223,Folarin Balogun,Balogun,9690,Folarin Balogun,,,,
115918,Rúnar Alex Rúnarsson,Rúnarsson,6875,Rúnar Alex Rúnarsson,,,,
445122,Jurriën Timber,J.Timber,11707,Jurriën Timber,6,Arsenal,585,Arsenal
213345,Wesley Moraes Ferreira da Silva,Wesley,7724,Wesley,,,,
244954,Pau Torres,Pau,6221,Pau Torres,52,Aston Villa,584,Aston Villa
243557,Moussa Diaby,Diaby,6556,Moussa Diaby,34,Aston Villa,599,Aston Villa
444183,Gavin Kilkenny,Kilkenny,,,,,,
222683,Justin Kluivert,Kluivert,6963,Justin Kluivert,71,Bournemouth,72,Bournemouth
544877,Milos Kerkez,Kerkez,11709,Milos Kerkez,70,Bournemouth,595,Bournemouth
215531,Ionuț Radu,Radu,1830,Ionut Radu,,,,
118342,Mark Flekken,Flekken,7047,Mark Flekken,91,Brentford,101,Brentford
508395,Yehor Yarmoliuk,Yarmoliuk,11772,Yehor Yarmolyuk,111,Brentford,120,Brentford
535818,Simon Adingra,Adingra,11710,Simon Adingra,113,Brighton,122,Brighton
233425,Aaron Connolly,Connolly,7991,Aaron Connolly,,,,
168090,Mahmoud Dahoud,Dahoud,205,Mahmoud Dahoud,119,Brighton,128,Brighton
475168,João Pedro Junqueira de Jesus,João Pedro,8272,João Pedro,129,Brighton,135,Brighton
442229,Michał Karbownik,Karbownik,,,,,,
489639,Bart Verbruggen,Verbruggen,11711,Bart Verbruggen,146,Brighton,152,Brighton
204676,Andi Zeqiri,Zeqiri,9099,Andi Zeqiri,,,,
223434,Igor Julio dos Santos de Paulo,Igor,7943,Igor Julio,128,Brighton,606,Brighton
578614,Enock Agyei,Agyei,,,,,,
487968,Ameen Al-Dakhil,Al-Dakhil,11699,Ameen Al Dakhil,,,,
189776,Samuel Bastien,Bastien,1343,Samuel Bastien,,,,
183751,Manuel Benson Hedilazio,Benson,7383,Josh Benson,,,,
241231,Jordan Beyer,Beyer,6557,Louis Beyer,,,,
172782,Josh Brownhill,Brownhill,8323,Josh Brownhill,,,,
250735,Darko Churlinov,Churlinov,7790,Darko Churlinov,,,,
40145,Jack Cork,Cork,712,Jack Cork,,,,
530873,Dara Costelloe,Costelloe,,,,,,
172567,Josh Cullen,Cullen,1018,Josh Cullen,,,,
432711,CJ Egan-Riley,Egan-Riley,10174,CJ Egan-Riley,,,,
478969,Hjalmar Ekdal,Ekdal,11704,Hjalmar Ekdal,,,,
435973,Lyle Foster,Foster,7498,Lyle Foster,,,,
493347,Denis Franchi,Franchi,,,,,,
60586,Jóhann Berg Gudmundsson,Gudmundsson,1663,Johann Berg Gudmundsson,,,,
483391,Luke McNally,McNally,,,,,,
232917,Arijanet Muric,Muric,7027,Arijanet Muric,568,Ipswich,172,Burnley
216616,Dara O'Shea,O'Shea,8756,Dara O'Shea,,,,
220598,Michael Obafemi,Obafemi,6504,Michael Obafemi,,,,
220037,Bailey Peacock-Farrell,Peacock-Farrell,8482,Bailey Peacock-Farrell,,,,
192290,Connor Roberts,Roberts,5568,Connor Roberts,,,,
44683,Jay Rodriguez,Rodriguez,844,Jay Rodriguez,,,,
103914,Charlie Taylor,Taylor,6044,Charlie Taylor,475,Southampton,178,Burnley
461102,Bobby Thomas,Thomas,,,,,,
226473,Scott Twine,Twine,,,,,,
133085,Lawrence Vigouroux,Vigouroux,,,,,,
441455,Victor da Silva,Vitinho,11700,Vitinho,,,,
511783,Anass Zaroury,Zaroury,11703,Anass Zaroury,,,,
492831,Zeki Amdouni,Amdouni,11701,Zeki Amdouni,,,,
432720,James Trafford,Trafford,9077,James Trafford,,,,
487702,Luca Koleosho,Koleosho,10620,Luca Koleosho,,,,
179458,Jacob Bruun Larsen,Bruun Larsen,5355,Jacob Bruun Larsen,,,,
118335,Abdul Rahman Baba,Baba,684,Abdul Rahman Baba,,,,
482609,Malo Gusto,Gusto,9017,Malo Gusto,171,Chelsea,203,Chelsea
66749,Romelu Lukaku Bolingoli,Lukaku,594,Romelu Lukaku,175,Chelsea,207,Chelsea
517052,Nicolas Jackson,N.Jackson,10048,Nicolas Jackson,180,Chelsea,211,Chelsea
213198,Christopher Nkunku,Nkunku,3300,Christopher Nkunku,181,Chelsea,212,Chelsea
471798,Gabriel Słonina,Slonina,,,,,,
518620,Ângelo Gabriel Borges Damaceno,Ângelo,,,151,Chelsea,589,Chelsea
441302,Ian Maatsen,Maatsen,11807,Ian Maatsen,45,Aston Villa,609,Chelsea
220362,Axel Disasi,Disasi,6885,Axel Disasi,167,Chelsea,611,Chelsea
503714,Lesley Ugochukwu,Ugochukwu,9451,Chimuanya Ugochukwu,188,Chelsea,613,Chelsea
512462,Jake O'Brien,O'Brien,,,582,Everton,235,Crystal Palace
536694,Matheus França de Oliveira,M.França,12152,Matheus França,208,Crystal Palace,615,Crystal Palace
222627,João Neves Virgínia,J.Virginia,8366,João Virgínia,227,Everton,266,Everton
232892,Calvin Bassey,Bassey,11728,Calvin Bassey,241,Fulham,610,Fulham
424876,Dominik Szoboszlai,Szoboszlai,9788,Dominik Szoboszlai,336,Liverpool,309,Liverpool
174310,Elijah Adebayo,Adebayo,11718,Elijah Adebayo,,,,
208904,Mads Juel Andersen,Andersen,11715,Mads Andersen,,,,
165183,Amari'i Bell,Bell,11713,Amari'i Bell,,,,
82738,Luke Berry,Berry,11722,Luke Berry,,,,
156658,Reece Burke,Burke,1771,Reece Burke,,,,
193195,Allan Campbell,Campbell,,,,,,
96784,Jordan Clark,Clark,12187,Jordan Clark,,,,
244262,Alfie Doughty,Doughty,11723,Alfie Doughty,,,,
49083,Luke Freeman,Freeman,7713,Luke Freeman,,,,
113534,Matt Macey,Macey,,,,,,
422303,John McAtee,McAtee,,,,,,
453537,Carlos Mendes Gomes,Mendes,,,,,,
156700,Carlton Morris,Morris,11717,Carlton Morris,,,,
174595,Admiral Muskwe,Muskwe,,,,,,
229164,Chiedozie Ogbene,Ogbene,11719,Chiedozie Ogbene,,,,
168035,Fred Onyedinma,Onyedinma,12549,Fred Onyedinma,,,,
199056,Gabriel Osho,Osho,12151,Gabriel Osho,,,,
490180,Aribim Pepple,Pepple,,,,,,
243532,Dion Pereira,Pereira,5559,Dion Pereira,,,,
108411,Dan Potts,Potts,,,,,,
165152,Glen Rea,Rea,,,,,,
77818,James Shea,Shea,11724,James Shea,,,,
242500,Joe Taylor,Taylor,,,,,,
232477,Elliot Thorpe,Thorpe,,,,,,
207722,Jack Walton,Walton,,,,,,
223333,Louie Watson,Watson,,,,,,
91046,Cauley Woodrow,Woodrow,11721,Cauley Woodrow,,,,
232351,Ryan Giles,Giles,7277,Ryan John Giles,,,,
108796,Tom Lockyer,Lockyer,11714,Tom Lockyer,,,,
104047,Pelly Ruddock Mpanzu,Mpanzu,11716,Pelly Ruddock Mpanzu,,,,
222677,Tahith Chong,Chong,7439,Tahith Chong,,,,
476369,Issa Kaboré,Kaboré,9619,Issa Kabore,,,,
54738,Thomas Kaminski,Kaminski,11712,Thomas Kaminski,,,,
477555,Oscar Bobb,Bobb,11903,Oscar Bobb,343,Man City,345,Man City
220394,Tommy Doyle,Doyle,8496,Tommy Doyle,544,Wolves,351,Wolves
477424,Joško Gvardiol,Gvardiol,9790,Josko Gvardiol,350,Man City,616,Man City
515501,Álvaro Fernández Carreras,Fernandez,,,,,,
465527,Hannibal Mejbri,Hannibal,9558,Hannibal Mejbri,373,Man Utd,383,Man Utd
244856,Teden Mengi,Mengi,12073,Teden Mengi,,,,
202641,André Onana,Onana,10913,André Onana,383,Man Utd,597,Man Utd
497894,Rasmus Højlund,Højlund,11055,Rasmus Højlund,375,Man Utd,617,Man Utd
153127,Isaac Hayden,Hayden,6062,Isaac Hayden,400,Newcastle,413,Newcastle
432422,Sandro Tonali,Tonali,7958,Sandro Tonali,417,Newcastle,429,Newcastle
232977,Kell Watts,Watts,,,,,,
461682,Brandon Aguilera Zamora,B.Aguilera,12034,Brandon Aguilera,,,,
245830,Josh Bowler,Bowler,,,426,Nott'm Forest,440,Nott'm Forest
168547,Ethan Horvath,Horvath,,,,,,
201440,Hwang Ui-jo,Ui-jo,7746,Hwang Ui-Jo,446,Nott'm Forest,466,Nott'm Forest
159506,Ola Aina,Aina,725,Ola Aina,422,Nott'm Forest,604,Nott'm Forest
201410,Auston Trusty,Trusty,11732,Auston Trusty,,,,
233821,Anel Ahmedhodžić,Ahmedhodžić,10386,Anel Ahmedhodžić,,,,
538206,Jordan Amissah,Amissah,,,,,,
82691,George Baldock,Baldock,7706,George Baldock,,,,
40386,Chris Basham,Basham,7704,Chris Basham,,,,
207189,Sander Berge,Berge,8285,Sander Berge,,,,
226182,Jayden Bogle,Bogle,9205,Jayden Bogle,,,,
195473,Rhian Brewster,Brewster,5569,Rhian Brewster,,,,
476938,Ismaila Coulibaly,Coulibaly,,,,,,
102549,Adam Davies,A.Davies,,,,,,
108416,John Egan,Egan,7703,John Egan,,,,
47247,John Fleck,Fleck,7709,John Fleck,,,,
82143,Wes Foderingham,Foderingham,8776,Wes Foderingham,522,West Ham,482,Sheffield Utd
523700,Daniel Jebbison,Jebbison,9509,Daniel Jebbison,69,Bournemouth,483,Sheffield Utd
155197,Max Lowe,Lowe,8918,Max Lowe,,,,
169432,Oliver McBurnie,McBurnie,1736,Oliver McBurnie,,,,
440993,Iliman Ndiaye,Ndiaye,9307,Iliman Ndiaye,232,Everton,486,Sheffield Utd
443211,Rhys Norrington-Davies,Norrington-Davies,12291,Rhys Norrington-Davies,,,,
79934,Oliver Norwood,Norwood,7710,Oliver Norwood,,,,
167878,Ben Osborn,Osborn,7714,Ben Osborn,,,,
538207,William Osula,Osula,9556,William Osula,590,Newcastle,490,Sheffield Utd
83427,Jack Robinson,Robinson,8286,Jack Robinson,,,,
504198,Anis Slimane,Slimane,11730,Anis Ben Slimane,,,,
432990,Yasser Larouci,Larouci,10041,Yasser Larouci,,,,
523957,Bénie Traoré,T.Bénie,11729,Bénie Traoré,,,,
200826,Giovani Lo Celso,Lo Celso,5681,Giovani Lo Celso,493,Spurs,503,Spurs
231372,Tanguy Ndombélé Alvaro,Ndombele,5962,Tanguy NDombele Alvaro,,,,
487053,Destiny Udogie,Udogie,8831,Iyenoma Destiny Udogie,505,Spurs,519,Spurs
184254,Guglielmo Vicario,Vicario,8858,Guglielmo Vicario,508,Spurs,520,Spurs
175941,Alfie Whiteman,Whiteman,,,510,Spurs,521,Spurs
431960,Bendegúz Bolla,Bolla,,,,,,
441271,Ki-Jana Hoever,Hoever,8351,Ki-Jana Hoever,552,Wolves,556,Wolves
428610,Bruno Cavaco Jordão,Jordão,6336,Bruno Jordao,,,,
138001,Tom King,King,,,556,Wolves,564,Wolves
549068,Omari Kellyman,Kellyman,11739,Omari Kellyman,173,Chelsea,618,Aston Villa
474772,Ben Greenwood,Greenwood,,,,,,
501284,Michael Olakigbe,Olakigbe,11487,Michael Olakigbe,,,,
532529,Jack Hinshelwood,Hinshelwood,11269,Jack Hinshelwood,126,Brighton,621,Brighton
461567,Owen Dodgson,Dodgson,,,,,,
534392,Mason Burstow,Burstow,11810,Mason Burstow,,,,
461421,Lewis Dobbin,Dobbin,10027,Lewis Dobbin,37,Aston Villa,624,Everton
547686,Luc De Fougerolles,De Fougerolles,,,,,,
441428,Jarell Quansah,Quansah,10187,Jarell Quansah,333,Liverpool,626,Liverpool
491970,Bobby Clark,Clark,10997,Bobby Clark,315,Liverpool,627,Liverpool
496208,Ben Doak,Doak,11231,Ben Doak,318,Liverpool,628,Liverpool
491501,James McConnell,McConnell,11811,James McConnell,330,Liverpool,629,Liverpool
88894,Ross Barkley,Barkley,592,Ross Barkley,29,Aston Villa,630,Luton
242453,Jacob Brown,Brown,11720,Jacob Brown,,,,
487828,Omari Forson,Forson,12340,Omari Forson,,,,
441191,Tino Livramento,Livramento,9512,Valentino Livramento,409,Newcastle,633,Newcastle
545477,Alex Murphy,A.Murphy,12199,Alex Murphy,390,Newcastle,634,Newcastle
547719,Lewis Miley,Miley,11386,Lewis Miley,411,Newcastle,635,Newcastle
450197,George Shelvey,G.Shelvey,,,,,,
547659,Josh Powell,Powell,,,,,,
424001,Vini de Souza Costa,Vini Souza,10872,Vinicius Souza,,,,
491279,Micky van de Ven,Van de Ven,10050,Micky van de Ven,506,Spurs,639,Spurs
490145,Dane Scarlett,Scarlett,9332,Dane Scarlett,500,Spurs,640,Spurs
536908,Alejo Véliz,Veliz,12105,Alejo Véliz,507,Spurs,641,Spurs
213999,Edson Álvarez Velázquez,Álvarez,11926,Edson Álvarez,511,West Ham,642,West Ham
232980,Max Aarons,Aarons,7688,Max Aarons,59,Bournemouth,643,Bournemouth
503139,Alex Scott,Scott,12149,Alex Scott,77,Bournemouth,644,Bournemouth
491012,Youssef Ramalho Chermiti,Y. Chermiti,11984,Youssef Chermiti,237,Everton,645,Everton
463748,Karl Hein,Hein,,,5,Arsenal,646,Arsenal
450542,Jesurun Rak-Sakyi,Rak-Sakyi,9461,Jesurun Rak-Sakyi,213,Crystal Palace,657,Crystal Palace
461382,John-Kymani Gordon,Gordon,,,,,,
461416,Tom Cannon,Cannon,11232,Thomas Cannon,286,Leicester,649,Everton
461446,Tyler Onyango,Onyango,9287,Tyler Onyango,,,,
490146,Jay Stansfield,Stansfield,10718,Jay Stansfield,256,Fulham,651,Fulham
515023,Matthew Dibley-Dias,Dibley-Dias,,,,,,
552030,Aidan Francis-Clarke,Francis-Clarke,,,,,,
471848,Femi Seriki,Seriki,9540,Femi Seriki,,,,
532377,Louie Marsh,Marsh,,,,,,
538210,Andre Brooks,Brooks,11731,Andre Brooks,,,,
487836,Antwoine Hackford,Hackford,9222,Antwoine Hackford,,,,
447879,Joseph Anang,Anang,,,,,,
482158,Lucas Bergström,Bergström,,,154,Chelsea,659,Chelsea
550839,Wilson Odobert,Odobert,10822,Wilson Odobert,,,,
514356,Roméo Lavia,Lavia,10004,Romeo Lavia,174,Chelsea,667,Chelsea
221399,Jack Harrison,Harrison,8720,Jack Harrison,224,Everton,661,Everton
159533,Adama Traoré,Adama,900,Adama Traoré,239,Fulham,662,Fulham
20480,Tim Krul,Krul,982,Tim Krul,,,,
196100,Gustavo Hamer,Hamer,11839,Gustavo Hamer,,,,
173807,Tom Davies,T.Davies,1042,Tom Davies,,,,
101178,James Ward-Prowse,Ward-Prowse,843,James Ward-Prowse,531,West Ham,664,West Ham
158983,Endo Wataru,Endo,8808,Wataru Endo,320,Liverpool,668,Liverpool
477733,Radek Vítek,Vítek,,,,,,
462381,Filip Marschall,Marschall,,,46,Aston Villa,670,Aston Villa
461188,Bashir Humphreys,Humphreys,,,,,,
245414,Nicolò Zaniolo,Zaniolo,6686,Nicolo Zaniolo,,,,
200785,Tyler Adams,Adams,7352,Tyler Adams,60,Bournemouth,673,Bournemouth
247245,Hannes Delcroix,Delcroix,11998,Hannes Delcroix,,,,
447715,Aaron Ramsey,A.Ramsey,9913,Aaron Ramsey,,,,
233963,Konstantinos Mavropanos,Mavropanos,6722,Konstantinos Mavropanos,528,West Ham,676,West Ham
516159,Oliwier Zych,Zych,,,,,,
494041,Ethan Brierley,Brierley,,,87,Brentford,684,Brentford
617054,Deivid Washington de Souza Eugênio,Deivid,12033,Deivid Washington,165,Chelsea,677,Chelsea
474803,Eddie Beach,Beach,,,,,,
491011,Diego Manuel Jadon da Silva Moreira,Diego Moreira,,,,,,
